3425,6.3968e-10,2.2069e-6,7.6138e-3,2.6268e1,9.0623e4
3450,6.1137e-10,2.1246e-6,7.3827e-3,2.5655e1,8.9151e4
3475,5.8428e-10,2.0450e-6,7.1575e-3,2.5051e1,8.7679e4
3500,5.5837e-10,1.9683e-6,6.9381e-3,2.4457e1,8.6210e4
3525,5.3358e-10,1.8942e-6,6.7244e-3,2.3872e1,8.4745e4
3550,5.0986e-10,1.8228e-6,6.5164e-3,2.3296e1,8.3283e4
3575,4.8720e-10,1.7539e-6,6.3139e-3,2.2730e1,8.1828e4
3600,4.6549e-10,1.6874e-6,6.1168e-3,2.2174e1,8.0379e4
3625,4.4474e-10,1.6233e-6,5.9251e-3,2.1627e1,7.8937e4
3650,4.2490e-10,1.5615e-6,5.7385e-3,2.1089e1,7.7502e4
3675,4.0593e-10,1.5020e-6,5.5571e-3,2.0562e1,7.6077e4
3700,3.8778e-10,1.4445e-6,5.3807e-3,2.0044e1,7.4661e4
3725,3.7044e-10,1.3892e-6,5.2093e-3,1.9535e1,7.3255e4
3750,3.5385e-10,1.3359e-6,5.0426e-3,1.9036e1,7.1860e4
3775,3.3799e-10,1.2844e-6,4.8807e-3,1.8547e1,7.0476e4
3800,3.2283e-10,1.2349e-6,4.7232e-3,1.8067e1,6.9104e4
3825,3.0834e-10,1.1871e-6,4.5704e-3,1.7596e1,6.7744e4
3850,2.9449e-10,1.1412e-6,4.4219e-3,1.7135e1,6.6398e4
3875,2.8125e-10,1.0969e-6,4.2778e-3,1.6684e1,6.5064e4
3900,2.6859e-10,1.0543e-6,4.1378e-3,1.6242e1,6.3745e4
3925,2.5649e-10,1.0132e-6,4.0019e-3,1.5808e1,6.2440e4
3950,2.4493e-10,9.7360e-7,3.8701e-3,1.5384e1,6.1149e4
3975,2.3389e-10,9.3553e-7,3.7421e-3,1.4969e1,5.9874e4
4000,2.2333e-10,8.9888e-7,3.6180e-3,1.4563e1,5.8614e4
4025,2.1324e-10,8.6360e-7,3.4976e-3,1.4166e1,5.7369e4
4050,2.0360e-10,8.2965e-7,3.3808e-3,1.3777e1,5.6141e4
4075,1.9284e-10,7.9062e-7,3.2416e-3,1.3291e1,5.4491e4
4100,1.8110e-10,7.4704e-7,3.0816e-3,1.2712e1,5.2434e4
4125,1.7020e-10,7.0630e-7,2.9312e-3,1.2165e1,5.0482e4
4150,1.6006e-10,6.6823e-7,2.7899e-3,1.1648e1,4.8629e4
4175,1.5063e-10,6.3261e-7,2.6570e-3,1.1160e1,4.6869e4
4200,1.4184e-10,5.9927e-7,2.5319e-3,1.0698e1,4.5196e4
4225,1.3366e-10,5.6806e-7,2.4142e-3,1.0261e1,4.3607e4
4250,1.2604e-10,5.3879e-7,2.3035e-3,9.8467e0,4.2095e4
4275,1.1892e-10,5.1135e-7,2.1988e-3,9.4549e0,4.0656e4
4300,1.1228e-10,4.8560e-7,2.1003e-3,9.0836e0,3.9286e4
4325,1.0608e-10,4.6142e-7,2.0072e-3,8.7311e0,3.7980e4
4350,1.0027e-10,4.3868e-7,1.9193e-3,8.3966e0,3.6735e4
4375,9.4838e-11,4.1729e-7,1.8361e-3,8.0787e0,3.5546e4
4400,8.9750e-11,3.9715e-7,1.7574e-3,7.7763e0,3.4411e4
4425,8.4980e-11,3.7816e-7,1.6829e-3,7.4885e0,3.3324e4
4450,8.0504e-11,3.6026e-7,1.6122e-3,7.2143e0,3.2284e4
4475,7.6299e-11,3.4335e-7,1.5451e-3,6.9528e0,3.1288e4
4500,7.2348e-11,3.2738e-7,1.4814e-3,6.7032e0,3.0332e4
4525,6.8630e-11,3.1227e-7,1.4209e-3,6.4647e0,2.9415e4
4550,6.5129e-11,2.9797e-7,1.3632e-3,6.2366e0,2.8533e4
4575,6.1831e-11,2.8442e-7,1.3084e-3,6.0183e0,2.7685e4
4600,5.8720e-11,2.7158e-7,1.2561e-3,5.8093e0,2.6868e4
4625,5.5784e-11,2.5940e-7,1.2062e-3,5.6088e0,2.6081e4
4650,5.3011e-11,2.4783e-7,1.1586e-3,5.4164e0,2.5322e4
4675,5.0390e-11,2.3683e-7,1.1131e-3,5.2316e0,2.4589e4
4700,4.7912e-11,2.2638e-7,1.0697e-3,5.0541e0,2.3881e4
4725,4.5566e-11,2.1644e-7,1.0281e-3,4.8834e0,2.3196e4
4750,4.3345e-11,2.0697e-7,9.8828e-4,4.7191e0,2.2534e4
4775,4.1241e-11,1.9796e-7,9.5019e-4,4.5609e0,2.1893e4
4800,3.9247e-11,1.8937e-7,9.1368e-4,4.4085e0,2.1271e4
4825,3.7355e-11,1.8117e-7,8.7867e-4,4.2616e0,2.0669e4
4850,3.5560e-11,1.7336e-7,8.4509e-4,4.1199e0,2.0085e4
4875,3.3856e-11,1.6590e-7,8.1287e-4,3.9831e0,1.9517e4
4900,3.2239e-11,1.5878e-7,7.8195e-4,3.8511e0,1.8967e4
4925,3.0701e-11,1.5197e-7,7.5225e-4,3.7237e0,1.8432e4
4950,2.9241e-11,1.4548e-7,7.2373e-4,3.6006e0,1.7913e4
4975,2.7853e-11,1.3927e-7,6.9632e-4,3.4816e0,1.7408e4
5000,2.6533e-11,1.3333e-7,6.6997e-4,3.3666e0,1.6918e4
5025,2.5278e-11,1.2767e-7,6.4464e-4,3.2555e0,1.6440e4
5050,2.4084e-11,1.2223e-7,6.2028e-4,3.1480e0,1.5976e4
5075,2.2947e-11,1.1703e-7,5.9685e-4,3.0440e0,1.5525e4
5100,2.1866e-11,1.1207e-7,5.7432e-4,2.9434e0,1.5085e4
5125,2.0837e-11,1.0731e-7,5.5264e-4,2.8461e0,1.4657e4
5150,1.9857e-11,1.0276e-7,5.3176e-4,2.7519e0,1.4241e4
5175,1.8923e-11,9.8399e-8,5.1168e-4,2.6607e0,1.3836e4
5200,1.8035e-11,9.4229e-8,4.9235e-4,2.5725e0,1.3442e4
5225,1.7188e-11,9.0235e-8,4.7374e-4,2.4872e0,1.3058e4
5250,1.6382e-11,8.6412e-8,4.5582e-4,2.4045e0,1.2832e4
5275,1.5614e-11,8.2750e-8,4.4006e-4,2.3763e0,1.2832e4
5300,1.5091e-11,8.1491e-8,4.4006e-4,2.3763e0,1.2832e4
5400,1.2453e-11,6.8490e-8,3.7669e-4,2.0718e0,1.1395e4
5500,1.0277e-11,5.7549e-8,3.2228e-4,1.8048e0,1.0107e4
5600,8.4808e-12,4.8341e-8,2.7554e-4,1.5706e0,8.9523e3
5700,6.9982e-12,4.0590e-8,2.3542e-4,1.3656e0,7.9195e3
5800,5.7741e-12,3.4067e-8,2.0100e-4,1.1859e0,6.9966e3
5900,4.7632e-12,2.8579e-8,1.7148e-4,1.0290e0,6.1731e3
6000,3.9286e-12,2.3965e-8,1.4619e-4,8.9172e-1,5.4395e3
6100,3.2397e-12,2.0086e-8,1.2454e-4,7.7210e-1,4.7870e3
6200,2.6710e-12,1.6828e-8,1.0602e-4,6.6788e-1,4.2078e3
6300,2.2018e-12,1.4092e-8,9.0184e-5,5.7718e-1,3.6939e3
6400,1.8146e-12,1.1795e-8,7.6666e-5,4.9833e-1,3.2392e3
6500,1.4952e-12,9.8684e-9,6.5131e-5,4.2987e-1,2.8372e3
6600,1.2319e-12,8.2533e-9,5.5297e-5,3.7049e-1,2.4823e3
6700,1.0147e-12,6.8997e-9,4.6918e-5,3.1904e-1,2.1695e3
6800,8.3563e-13,5.7659e-9,3.9785e-5,2.7452e-1,1.8942e3
6900,6.8807e-13,4.8165e-9,3.3716e-5,2.3601e-1,1.6521e3
7000,5.6649e-13,4.0221e-9,2.8557e-5,2.0276e-1,1.4396e3
7100,4.6632e-13,3.3575e-9,2.4174e-5,1.7405e-1,1.2532e3
7200,3.8379e-13,2.8017e-9,2.0452e-5,1.4931e-1,1.0899e3
7300,3.1583e-13,2.3372e-9,1.7295e-5,1.2799e-1,9.4706e2
7400,2.5987e-13,1.9491e-9,1.4618e-5,1.0964e-1,8.2224e2
7500,2.1380e-13,1.6249e-9,1.2349e-5,9.3851e-2,7.1327e2
7600,1.7587e-13,1.3542e-9,1.0428e-5,8.0290e-2,6.1825e2
7700,1.4466e-13,1.1284e-9,8.8008e-6,6.8646e-2,5.3544e2
7800,1.1897e-13,9.3984e-10,7.4247e-6,5.8655e-2,4.6338e2
7900,9.7830e-14,7.8264e-10,6.2611e-6,5.0089e-2,4.0072e2
8000,8.0442e-14,6.5158e-10,5.2779e-6,4.2750e-2,3.4628e2
8100,6.6138e-14,5.4234e-10,4.4471e-6,3.6467e-2,2.9904e2
8200,5.4372e-14,4.5129e-10,3.7457e-6,3.1090e-2,2.5805e2
8300,4.4695e-14,3.7544e-10,3.1537e-6,2.6491e-2,2.2253e2
8400,3.6738e-14,3.1228e-10,2.6544e-6,2.2562e-2,1.9178e2
8500,3.0196e-14,2.5969e-10,2.2333e-6,1.9207e-2,1.6518e2
8600,2.4817e-14,2.1591e-10,1.8784e-6,1.6343e-2,1.4219e2
8700,2.0395e-14,1.7948e-10,1.5794e-6,1.3899e-2,1.2231e2
8800,1.6760e-14,1.4917e-10,1.3276e-6,1.1816e-2,1.0516e2
8900,1.3772e-14,1.2395e-10,1.1156e-6,1.0040e-2,9.0358e1
9000,1.1317e-14,1.0298e-10,9.3712e-7,8.5278e-3,8.1506e1
9100,9.2984e-15,8.5545e-11,7.8702e-7,7.2406e-3,8.1506e1
9200,7.6401e-15,7.1053e-11,6.6079e-7,6.1453e-3,8.1506e1
9300,6.2772e-15,5.9006e-11,5.5465e-7,5.8638e-3,8.1506e1
9400,5.1574e-15,4.8995e-11,4.6546e-7,5.8638e-3,8.1506e1
9500,4.2373e-15,4.0679e-11,4.2185e-7,5.8638e-3,8.1506e1
9600,3.4814e-15,3.3770e-11,4.2185e-7,5.8638e-3,8.1506e1
9700,2.8603e-15,3.0349e-11,4.2185e-7,5.8638e-3,8.1506e1
9800,2.3501e-15,3.0349e-11,4.2185e-7,5.8638e-3,8.1506e1
9900,2.1834e-15,3.0349e-11,4.2185e-7,5.8638e-3,8.1506e1
10000,2.1834e-15,3.0349e-11,4.2185e-7,5.8638e-3,8.1506e1
13900,3.2110e-17,4.4632e-13,6.2038e-9,8.6233e-5,1.1987e0
